cctvUid,cctvNm,lat,lon,cctvCount,boongi
CTV0002691,주차장(시지09),35.84351,128.703264,86,1
CTV0002109,중앙현관(시지04),35.84351,128.703264,11,1
CTV0002690,텃밭(시지13),35.84351,128.703264,5,1
CTV0002373,본관동편(매동02),35.8452426,128.7090979,234,1
CTV0002395,본관서편현관(매동01),35.8452426,128.7090979,52,1
CTV0002396,유치원현관(매동03),35.8452426,128.7090979,112,1
CTV0002410,중정파고라(매동08),35.8452426,128.7090979,190,1
CTV0002398,후관동편(매동07),35.8452426,128.7090979,116,1
CTV0002397,후관북편(매동06),35.8452426,128.7090979,143,1
CTV0002503,서편진입로(매호03),35.8414878,128.712805,88,1
CTV0002117,지킴이실(매호02),35.8414878,128.712805,146,1
CTV0002382,북편주차로(매호04),35.8414878,128.712805,65,1
CTV0002381,본관현관문(매호13),35.8414878,128.712805,78,1
CTV0002379,정문(매호01),35.8414878,128.712805,99,1
CTV0002380,강당주차장내부(매호08),35.8414878,128.712805,190,1
CTV0002501,컨테이너창고(매호16),35.8414878,128.712805,15,1
CTV0002378,후문(매호09),35.8414878,128.712805,56,1
CTV0002166,후문운동장(매호10),35.8414878,128.712805,45,1
CTV0001477,고모동20-5(수성패밀리파크)_300071,35.870422,128.674056,86,1
CTV0000086,가천동산11-3(천을산-정상부)_600007,35.851083,128.694017,29,1
CTV0000087,욱수동산305(감태봉)_600001,35.793044,128.677286,6,1
CTV0000089,연호동산7(연호관망대)_600004,35.8353,128.673406,13,1
CTV0000091,지산1동산12-1(조일골)_600002,35.835347,128.646047,34,1
CTV0000092,파동산18(법이산)_600005,35.816125,128.616278,46,1
CTV0001726,고산17(고산),35.843638,128.693003,154,1
CTV0001727,고산18(고산),35.843638,128.693003,288,1
CTV0001728,고산19(고산),35.843638,128.693003,113,1
CTV0001729,고산20(고산),35.843638,128.693003,141,1
CTV0000138,수성4가동1028-10_100060,35.862314,128.616958,40,1
CTV0001741,급수대서쪽담장(동성12),35.853031,128.612508,47,1
CTV0002033,정글집주변(동성09),35.853031,128.612508,229,1
CTV0002516,놀이터(동일12),35.85801,128.616951,27,1
CTV0001855,본관뒤편(동일05),35.85801,128.616951,48,1
CTV0002514,본관측편(동일04),35.85801,128.616951,24,1
CTV0002073,주차장1(동일07),35.85801,128.616951,5,1
CTV0002515,필로티주차장뒤쪽(동일11),35.85801,128.616951,2,1
CTV0002517,후문주차장(동일13),35.85801,128.616951,1,1
CTV0002657,어린이놀이시설(수성15),35.8371448,128.6100157,42,1
CTV0002567,유치원놀이터(수성03),35.8371448,128.6100157,28,1
CTV0002658,텃밭및주차장(수성13),35.8371448,128.6100157,32,1
CTV0000927,파동251-2_동쪽_101277,35.811709,128.620783,22,1
CTV0000441,파동345-5_100683,35.81104,128.619278,76,1
CTV0000494,파동446-3_100753,35.807306,128.624237,152,1
CTV0001238,파동8_100309,35.82495,128.608164,59,1
CTV0001084,두산동306-1_101437,35.829539,128.62479,95,1
CTV0001397,지산1동1026-1_북쪽_100742,35.832873,128.628413,9,1
CTV0002661,본관앞길2(들안길04),35.8389183,128.6183819,2,1
CTV0002689,분리수거장(들안길05),35.8389183,128.6183819,6,1
CTV0002648,주차장1(들안길09),35.8389183,128.6183819,5,1
CTV0002643,주차장2(들안길10),35.8389183,128.6183819,21,1
CTV0002645,주차장5(들안길13),35.8389183,128.6183819,3,1
CTV0002646,주차장6(들안길14),35.8389183,128.6183819,4,1
CTV0002612,사랑반옆현관(동도13),35.857024,128.623882,145,1
CTV0002563,수돗가옆현관(동도12),35.857024,128.623882,1110,1
CTV0002590,신관뒤편2(동도06),35.857024,128.623882,29,1
CTV0002586,운동장(동도04),35.857024,128.623882,65,1
CTV0002589,운동장_우(동도03),35.857024,128.623882,213,1
CTV0002587,도서관동편측면(동도02),35.857024,128.623882,57,1
CTV0002600,유치원뒷편(동도01),35.857024,128.623882,16,1
CTV0002585,유치원현관(동도10),35.857024,128.623882,54,1
CTV0002613,임시교사동서편(동도14),35.857024,128.623882,48,1
CTV0002599,서관식당측면(동도07),35.857024,128.623882,2,1
CTV0002037,정문(동도08)_,35.857024,128.623882,21,1
CTV0002562,주차장(동도11),35.857024,128.623882,9,1
CTV0002584,후관1층후문쪽입구측면(동도09),35.857024,128.623882,276,1
CTV0002682,등나무벤치(범어15),35.860581,128.632761,316,1
CTV0002622,본관뒤편경사로(범어06),35.860581,128.632761,222,1
CTV0002625,분리수거장앞(범어04),35.860581,128.632761,117,1
CTV0002623,식당앞(범어07),35.85037,128.614149,401,1
CTV0002681,운동장강당(범어16),35.860581,128.632761,324,1
CTV0002683,운동장중앙(범어14),35.860581,128.632761,322,1
CTV0002653,강당연결복도아래(동산10),35.84907,128.627928,95,1
CTV0001690,강당옆씨름장(동산09),35.84907,128.627928,849,1
CTV0001765,남문(동산06),35.84907,128.627928,1383,1
CTV0001822,등나무출입문(동산16),35.84907,128.627928,292,1
CTV0002654,본관뒤편(동산11),35.84907,128.627928,474,1
CTV0002605,본관뒤편주차장(동산05),35.84907,128.627928,8,1
CTV0002604,본관뒤편창고옆(동산04),35.84907,128.627928,1058,1
CTV0001899,북쪽현관(동산15),35.84907,128.627928,491,1
CTV0002602,운동장(동산02),35.84907,128.627928,70,1
CTV0002009,운동장전체(동산14),35.84907,128.627928,4,1
CTV0002656,주차장1(동산13),35.84907,128.627928,589,1
CTV0002674,놀이아지터_거울마당(경동),35.8521375,128.6395086,1433,1
CTV0002665,놀이아지터_등나무다리1(경동9),35.8521375,128.6395086,24,1
CTV0002669,놀이아지터_땅콩마을(경동14),35.8521375,128.6395086,2917,1
CTV0002675,연못앞파고라(경동),35.8521375,128.6395086,1354,1
CTV0002662,운동장놀이시설(경동),35.8521375,128.6395086,47,1
CTV0002711,후관_서편현관(경동12),35.8521375,128.6395086,26,1
CTV0001808,동문계단(동천08),35.865813,128.625014,74,1
CTV0001809,동문옆놀이터(동천07),35.865813,128.625014,9,1
CTV0002640,북문주차장(동천06),35.865813,128.625014,850,1
CTV0002028,자전거보관소(동천10),35.865813,128.625014,154,1
CTV0002635,지하주차장1(동천01),35.865813,128.625014,102,1
CTV0002636,지하주차장2(동천02),35.865813,128.625014,58,1
CTV0002638,지하주차장3(동천04),35.865813,128.625014,472,1
CTV0002620,급식소동편(동문03),35.8748569,128.6523723,8,1
CTV0002616,놀이터(동문06),35.8748569,128.6523723,91,1
CTV0002618,정문(동문01),35.8748569,128.6523723,12,1
CTV0002617,학교안전봉사단방향(동문07),35.8748569,128.6523723,22,1
CTV0002615,후문입구(동문05),35.8748569,128.6523723,63,1
CTV0002619,후문주차장_텃밭(동문02),35.8748569,128.6523723,111,1
CTV0001482,만촌1동산90(영남제일관내부1)_300042,35.875305,128.65824,415,1
CTV0001483,만촌1동산90(영남제일관내부2)_300043,35.875305,128.65824,281,1
CTV0001484,만촌1동산90(영남제일관내부3)_300044,35.875305,128.65824,1037,1
CTV0001485,만촌1동산90(영남제일관내부4)_300045,35.875305,128.65824,32,1
CTV0001539,만촌1동산90(영남제일관우측계단)_300039,35.875305,128.65824,2707,1
CTV0001540,만촌1동산90(영남제일관우측출입구)_300040,35.875305,128.65824,327,1
CTV0001546,만촌1동산90(영남제일관좌측1)_300035,35.875305,128.65824,21,1
CTV0001547,만촌1동산90(영남제일관좌측2)_300036,35.875305,128.65824,23,1
CTV0001548,만촌1동산90(영남제일관좌측계단)_300038,35.875305,128.65824,176,1
CTV0001549,만촌1동산90(영남제일관좌측출입구)_300041,35.875305,128.65824,23,1
CTV0001486,노변동407-4(사직단)_300061,35.830486,128.702193,1712,1
CTV0001488,노변동407-4(사직단)_300063,35.830486,128.702193,42,1
CTV0001513,만촌2동715-1(모명재)_300047,35.858389,128.65158,33,1
CTV0001515,만촌2동715-1(모명재)_300049,35.858389,128.65158,85,1
CTV0001516,만촌2동715-1(모명재)_300050,35.858389,128.65158,293,1
CTV0002176,황금1동산61(두리봉터널만촌3동방향)_700001,35.846707,128.644387,99,1
CTV0002177,만촌3동산407-10(두리봉터널황금고가방향)_700002,35.847381,128.646208,17,1
CTV0002179,지산1동96(무학터널지산방향)_700004,35.82796498,128.642532,36,1
CTV0002180,지산1동산61-3(무학터널지산방향)_700005,35.82822992,128.6357253,48,1
CTV0002181,지산1동산61-3(무학터널두산방향)_700006,35.827964,128.636064,14,1
CTV0002552,강당출입구통로(황금07),35.843858,128.618347,35,1
CTV0001733,교문(황금01),35.843858,128.618347,15,1
CTV0001896,본관후관통로(황금04),35.843858,128.618347,72,1
CTV0001989,운동장(황금12),35.843858,128.618347,70,1
CTV0002593,조회대(황금13),35.843858,128.618347,27,1
CTV0002594,퇴비장(황금06),35.843858,128.618347,17,1
CTV0002553,후관뒷문출입구앞(황금08),35.843858,128.618347,239,1
CTV0002550,후관서편주차장(황금03),35.843858,128.618347,326,1
CTV0002414,강당밑주차장1(대청16),35.851036,128.650413,217,1
CTV0002447,강당실내출입구(대청18),35.851036,128.650413,1247,1
CTV0002372,강당주차장안(대청12),35.851036,128.650413,376,1
CTV0002371,강당주차장출입구(대청11),35.851036,128.650413,109,1
CTV0002411,급식소뒷편(대청10),35.851036,128.650413,212,1
CTV0002399,급식실뒷출입구(대청15),35.851036,128.650413,268,1
CTV0002363,미끄럼틀(대청02),35.851036,128.650413,315,1
CTV0002369,서편주차장(대청04),35.851036,128.650413,322,1
CTV0002370,서편창고앞(대청08),35.851036,128.650413,156,1
CTV0002366,운동장(대청07),35.851036,128.650413,479,1
CTV0002367,조회대(대청09),35.851036,128.650413,394,1
CTV0002364,중앙정원(대청05),35.851036,128.650413,147,1
CTV0002368,중앙현관-우유창고(대청03),35.82255,128.632677,356,1
CTV0002365,중앙현관(대청06),35.835638,128.703309,38,1
CTV0001470,노변동367-2_101152,35.83440693,128.7040193,35,1
CTV0002484,강당동관사이(욱수06),35.831124,128.707641,314,1
CTV0002496,급식실뒤쪽(욱수17),35.831124,128.707641,31,1
CTV0001805,동관옆담장(욱수14)_,35.831124,128.707641,44,1
CTV0002485,동편통로(욱수07),35.831124,128.707641,327,1
CTV0002431,본관뒤쪽동편(욱수03),35.831124,128.707641,442,1
CTV0001871,본관서편(욱수09)_,35.831124,128.707641,434,1
CTV0002497,본관서편출입구(욱수18),35.831124,128.707641,26,1
CTV0001884,본관중앙현관(욱수11)_,35.831124,128.707641,62,1
CTV0002451,신관운동장쪽(욱수04),35.831124,128.707641,6,1
CTV0002495,욱수당입구출입구(욱수16),35.831124,128.707641,132,1
CTV0002478,뒷주차장(노변10),35.8377186,128.6974833,139,1
CTV0002476,운동장(노변08),35.8377186,128.6974833,24,1
CTV0002472,정문(노변07),35.8377186,128.6974833,25,1
CTV0002465,본관현관(노변06),35.8377186,128.6974833,55,1
CTV0002467,돌봄1(노변05),35.8377186,128.6974833,66,1
CTV0002466,후문(노변04),35.8377186,128.6974833,61,1
CTV0002479,앞동출입문(노변11),35.8377186,128.6974833,486,1
CTV0002505,조례대(노변02),35.8377186,128.6974833,658,1
CTV0002504,돌봄2(노변01),35.8377186,128.6974833,73,1
CTV0001748,급식소입구(신매07),35.836088,128.708975,220,1
CTV0001760,급식실휴게실뒤편(신매04),35.836088,128.708975,97,1
CTV0001844,본관동편(신매08),35.836088,128.708975,35,1
CTV0002499,본관서관연결로(신매10),35.836088,128.708975,454,1
CTV0002498,본관후관연결로(신매09),35.836088,128.708975,102,1
CTV0001948,식당뒤편(신매05),35.836088,128.708975,33,1
CTV0002142,학교후문(신매01),35.836088,128.708975,175,1
CTV0002156,후관서편(신매06),35.836088,128.708975,54,1
CTV0001754,급식실앞놀이터(청림08),35.835638,128.703309,214,1
CTV0002424,돌봄교실현관(청림03),35.835638,128.703309,47,1
CTV0001841,본관동쪽통로(청림10),35.835638,128.703309,27,1
CTV0001869,본관서쪽뜰(청림12),35.835638,128.703309,186,1
CTV0001881,본관주차장(청림13),35.835638,128.703309,80,1
CTV0002425,본관중앙현관우측(청림04),35.835638,128.703309,492,1
CTV0001888,본관중앙현관좌측(청림02),35.835638,128.703309,61,1
CTV0001988,운동장(청림14),35.835638,128.703309,190,1
CTV0002422,중앙뜰(청림05),35.835638,128.703309,386,1
CTV0002423,중앙주차장(청림06),35.835638,128.703309,94,1
CTV0002421,후관가는통로(청림07),35.835638,128.703309,39,1
CTV0002148,후관뒤뜰(청림09),35.835638,128.703309,85,1
CTV0002158,후관주차장(청림11),35.835638,128.703309,973,1
CTV0001396,상동177-1(리리유치원)_100741,35.839026,128.608915,285,1
CTV0001407,상동177-1_남쪽(리리유치원)_100772,35.839026,128.608915,115,1
CTV0001406,상동177-1_서쪽(리리유치원)_100762,35.839026,128.608915,178,1
CTV0000756,상동715_101043,35.826478,128.613696,116,1
CTV0002651,강당주차장차량출입문(파동12),35.824284,128.60801,8,1
CTV0002598,본관북쪽차량출입문방향(파동15),35.824284,128.60801,36,1
CTV0002611,본관북쪽산방향(파동14),35.824284,128.60801,792,1
CTV0002597,본관조례대(파동13),35.824284,128.60801,64,1
CTV0002652,학교정문주차장방향(파동16),35.824284,128.60801,35,1
CTV0002492,강당서쪽산방향(파동09),35.824284,128.60801,39,1
CTV0002494,강당주차장2(파동11),35.824284,128.60801,134,1
CTV0002489,늘솔마루방향(파동06),35.824284,128.60801,444,1
CTV0001886,본관중앙현관방향(파동04)-,35.824284,128.60801,143,1
CTV0002490,강당동쪽운동장트렉방향(파동07),35.824284,128.60801,311,1
CTV0002491,농구장서쪽산방향(파동08),35.824284,128.60801,3182,1
CTV0001713,강당출입문방향(파동05)-,35.824284,128.60801,26,1
CTV0002596,본관동쪽학생출입문방향(파동02),35.824284,128.60801,68,1
CTV0002493,강당주차장1(파동10),35.824284,128.60801,267,1
CTV0001654,1동교문쪽(두산18),35.832514,128.625868,134,1
CTV0002507,1동동쪽출입구(두산04),35.832514,128.625868,443,1
CTV0001657,2동건물뒤북동쪽(두산16),35.832514,128.625868,204,1
CTV0001661,3동급식실(두산01),35.832514,128.625868,18,1
CTV0002530,3동동쪽출입구(두산13),35.832514,128.625868,15,1
CTV0002510,3동뒤편동쪽(두산07),35.832514,128.625868,227,1
CTV0002509,3동뒤편서쪽(두산06),35.832514,128.625868,10,1
CTV0001665,3동변압기(두산03),35.832514,128.625868,359,1
CTV0002508,급식실뒤쪽2동(두산05),35.832514,128.625868,262,1
CTV0002525,동문출입문(두산08),35.832514,128.625868,46,1
CTV0002528,운동장북서쪽(두산12),35.832514,128.625868,103,1
CTV0002001,운동장북서쪽(조례대)(두산15),35.832514,128.625868,13,1
CTV0002051,정문앞(두산17),35.832514,128.625868,27,1
CTV0002529,주차장남쪽방향(두산11),35.832514,128.625868,59,1
CTV0002526,주차장동쪽방향(두산09),35.832514,128.625868,369,1
CTV0002527,주차장입구남동쪽(두산10),35.832514,128.625868,112,1
CTV0002448,정문및주변(지산01),35.827117,128.62999,82,1
CTV0002475,급식소옆주차장(지산05),35.827117,128.62999,120,1
CTV0002461,폐자원쪽강당밑(지산06),35.827117,128.62999,75,1
CTV0002481,폐쇄문(쪽문)통로(지산08),35.827117,128.62999,47,1
CTV0001889,본관쪽강당밑(지산09),35.827117,128.62999,21,1
CTV0001691,강당외부계단밑(지산10),35.827117,128.62999,225,1
CTV0002097,중간뜰(지산11),35.827117,128.62999,12,1
CTV0001766,남문(지봉19),35.825289,128.640523,30,1
CTV0002487,다목적교실주차장남쪽(지봉22),35.825289,128.640523,210,1
CTV0002432,본관1층동쪽출입문뒤(지봉10),35.825289,128.640523,41,1
CTV0002436,본관남쪽4층조회대(지봉06),35.825289,128.640523,43,1
CTV0002434,본관남쪽4층주차장(지봉07),35.825289,128.640523,81,1
CTV0002437,본관동쪽출입문앞(지봉12),35.825289,128.640523,170,1
CTV0002435,본관북쪽4층교문앞(지봉05),35.825289,128.640523,384,1
CTV0002444,본관서쪽4층급식실(지봉01),35.825289,128.640523,20,1
CTV0002438,본관서쪽출입문(지봉08),35.825289,128.640523,61,1
CTV0002433,본관중앙현관(지봉09),35.825289,128.640523,41,1
CTV0002439,신관1층도서관출입문(지봉13),35.825289,128.640523,53,1
CTV0001955,신관뒤(지봉20),35.825289,128.640523,14,1
CTV0002480,신관필로티(지봉14),35.825289,128.640523,780,1
CTV0002440,쓰레기장(지봉04),35.825289,128.640523,71,1
CTV0001973,우유창고앞(지봉15),35.825289,128.640523,90,1
CTV0002441,정문경비실화단(지봉11),35.825289,128.640523,114,1
CTV0001562,범물1동951(진밭골개울가우측)_300085,35.816959,128.660388,203,1
CTV0001563,범물1동951(진밭골개울가좌측)_300083,35.816959,128.660388,28,1
CTV0001559,범물1동951(진밭골개울가우측)_300086,35.816959,128.660388,63,1
CTV0001560,범물1동951(진밭골개울가좌측)_300084,35.816959,128.660388,12,1
CTV0001557,지산동888-1(무학산공원)_300089,35.836015,128.630071,10,1
CTV0002631,운동장(삼육10),35.839911,128.610579,298,1
CTV0001832,본관2층계단(삼육11),35.839911,128.610579,77,1
CTV0001792,다니엘관앞(삼육12),35.839911,128.610579,402,1
CTV0001790,다니엘관3층(삼육13),35.839911,128.610579,425,1
CTV0001750,급식실(삼육14),35.839911,128.610579,19,1
CTV0001789,다니엘관2층(삼육15),35.839911,128.610579,19,1
CTV0001656,1층숙직실앞(지봉24),35.825289,128.640523,8,1
CTV0001501,두산동653-1(수성못01)_300097,35.827081,128.621993,30,1
CTV0001158,시지동267-4(맞은편둔치)_남서쪽_101515,35.842904,128.697702,40,1
CTV0002173,후문크게보임(지산12),35.827117,128.62999,620,1
CTV0001687,강당엘리베이터및출입구(지산13),35.827117,128.62999,46,1
CTV0002123,창고및주차장(지산14),35.827117,128.62999,84,1
CTV0002098,중간뜰통로(지산15),35.827117,128.62999,27,1
CTV0001731,과학실쪽출입구현관(대청19),35.851036,128.650413,361,1
CTV0002031,장미반출입현관위(대청20),35.851036,128.650413,71,1
CTV0001975,우유창고출입현관방향(대청21),35.851036,128.650413,63,1
CTV0001757,급식실입구에서본관통로방향(대청22),35.851036,128.650413,122,1
CTV0001756,급식실입구에서대청마루방향(대청23),35.851036,128.650413,342,1
CTV0001966,야외시설(매호18),35.841486,128.712799,129,1
CTV0001981,운동장(매호11),35.841486,128.712799,98,1
CTV0002029,장미관현관문(매호14),35.841486,128.712799,471,1
CTV0002129,통행로(매호12),35.841486,128.712799,103,1
CTV0001667,CH04(욱수19),35.831124,128.707641,59,1
CTV0001668,CH05(욱수20),35.831124,128.707641,53,1
CTV0001669,CH06(욱수21),35.831124,128.707641,210,1
CTV0001670,CH07(욱수22),35.831124,128.707641,267,1
CTV0001671,CH08(욱수23),35.831124,128.707641,8,1
CTV0001834,본관건물뒤주차장(교무실벽)(용지11),35.82255,128.632677,545,1
CTV0002060,조례대급수대(용지16),35.82255,128.632677,393,1
CTV0002207,삼덕동106_101537,35.834073,128.677637,6,1
CTV0002212,매호동2-5_101542,35.860802,128.715117,21,1
CTV0002215,지산2동산136_북쪽_101545,35.818093,128.635398,23,1
CTV0002222,상동32-2_남쪽_101552,35.836818,128.61258,123,1
CTV0002347,신매동162-5_101607,35.835804,128.711006,146,1
CTV0002357,범어1동238-3(수성구청별관옥상)_101615,35.858204,128.630035,64,1
CTV0002359,범어1동238-3(수성구청별관옥상)_101617,35.858134,128.62999,21,1
CTV0002360,범어1동238-3(수성구청본관옥상)_101618,35.858269,128.630628,5,1
CTV0002361,범어1동238-3(수성구청본관옥상)_101619,35.858269,128.630628,18,1
CTV0002724,매호동1099-63_101632,35.8536676,128.7080476,107,1
CTV0002725,매호동1099-63_서쪽_101633,35.8536676,128.7080476,67,1
CTV0002729,욱수동51-1_북서쪽_101637,35.828037,128.709844,16,1
CTV0002730,성동40-5_남동쪽_101638,35.859903,128.716716,25,1
CTV0002731,사월동380-5_서쪽_101639,35.835885,128.719498,13,1
CTV0002735,지산1동1154-3_북서쪽_101643,35.826757,128.629721,137,1
CTV0002737,범물1동1265-10_남서쪽_101645,35.822763,128.644411,62,1
CTV0002751,범어2동402-14_서쪽_101659,35.862849,128.637705,58,1
CTV0002775,중동600-1_남서쪽_101683,35.838936,128.609949,255,1
CTV0002776,만촌1동435-1_남동쪽_101684,35.874194,128.646784,25,1
CTV0002777,시지동220-6_남쪽_101685,35.841816,128.688514,39,1
CTV0002260,사월동475_400003,35.839007,128.715324,279,1
CTV0002263,파동581-1_400006,35.822116,128.609471,143,1
CTV0002264,수성4가동1291-1_400007,35.867718,128.61515,179,1
CTV0002268,대흥동646-148_400012,35.839113,128.682209,10,1
CTV0002270,욱수동43_700016,35.830436,128.710394,863,1
CTV0002271,욱수동43_700017,35.830436,128.710394,164,1
CTV0002273,황금2동609_700019,35.843775,128.624365,11,1
CTV0002192,3동앞우유급식대방향(서쪽)(두산19),35.83256237,128.6258352,11,1
CTV0001252,수성1가동306-4(동성초교주변)_100323,35.85323215,128.6133263,161,1
CTV0001561,범물1동951(진밭골분수대)_300088,35.816959,128.660388,24,1
CTV0001226,신매동255-1(매호초교주변)_100297,35.840281,128.712765,86,1
CTV0000055,시지동498-1(미진어린이공원)_100472,35.837327,128.696216,30,1
CTV0002298,운동장놀이터및미끄럼틀(범어23),35.860581,128.632761,181,1
CTV0002291,후관1층학생식당측면(동도16),35.857024,128.623882,6,1
CTV0002292,후관1층동편현관(동도17),35.857024,128.623882,47,1
CTV0002293,후관1층동편측면(동도18),35.857024,128.623882,12,1
CTV0002294,후관1층동편측면후문쪽(동도19),35.857024,128.623882,9,1
CTV0002296,후관1층서편측면조리실(동도21),35.857024,128.623882,25,1
CTV0002297,후관1층서편측면조리실(동도22),35.857024,128.623882,95,1
